UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
232788,,,,,,,,168.0,,68.0,,,,,,32.0,5.0,7.0,1.0,,,9.0,1.0,27.0,5.0,1.0
232797,,,,,,,,175.0,,90.0,,,,,,11.0,,,,,,,26.0,45.0,,
232867,,,,,,,,191.0,,91.0,,,,,,35.0,2.0,11.0,8.0,,,,,29.0,6.0,
232885,,,,,,,,70.0,,44.0,,,,,,6.0,3.0,2.0,4.0,0.0,,0.0,,4.0,,
232919,,,,,,,,49.0,,28.0,,,,,,7.0,,,,,,,,14.0,,
232937,,,,,,,,862.0,,289.0,,,,,,86.0,59.0,35.0,17.0,2.0,,103.0,3.0,149.0,39.0,6.0
232946,,,,,,,,2636.0,,1295.0,,,,,,447.0,95.0,42.0,42.0,,,51.0,3.0,340.0,57.0,4.0
232982,,,,,,,,2704.0,,1007.0,24.0,,,,,135.0,242.0,204.0,217.0,24.0,,259.0,1.0,372.0,72.0,19.0
233019,,,,,,,,243.0,,82.0,,,,,,64.0,18.0,6.0,5.0,,,4.0,,26.0,6.0,2.0
233037,,,,,,,,116.0,,46.0,,,,,,24.0,1.0,5.0,3.0,,,7.0,,18.0,6.0,
233082,,,,,,,,29.0,,16.0,,,,,,6.0,1.0,,,,,,,1.0,,
233091,,,,,,,,36.0,,20.0,,,,,,5.0,1.0,,,1.0,,,3.0,5.0,,
233116,,,,,,,,274.0,,142.0,,,,,,48.0,3.0,10.0,7.0,,,6.0,,29.0,7.0,
233277,,,,,,,,1393.0,,528.0,,,,,,77.0,113.0,78.0,97.0,7.0,,140.0,3.0,189.0,51.0,10.0
233286,,,,,,,,14.0,,7.0,,,,,,2.0,2.0,,,,,,2.0,1.0,,
233295,,,,,,,,375.0,,123.0,1.0,,,,,33.0,26.0,15.0,45.0,4.0,,55.0,,29.0,9.0,
233301,,,,,,,,265.0,,68.0,,,,,,32.0,14.0,14.0,36.0,3.0,,39.0,,27.0,9.0,4.0
233310,,,,,,,,171.0,,72.0,,,,,,30.0,8.0,5.0,1.0,,,6.0,,24.0,7.0,
233329,,,,,,,,33.0,,17.0,,,,,,7.0,,,,,,,4.0,2.0,,
233338,,,,,,,,114.0,,50.0,,,,,,7.0,2.0,6.0,8.0,,,20.0,1.0,7.0,,1.0
233356,,,,,,,,65.0,,39.0,,,,,,6.0,2.0,,1.0,,,,,8.0,,
233374,,,,,,,,1654.0,,471.0,1.0,,,,,159.0,99.0,76.0,98.0,13.0,,309.0,4.0,209.0,66.0,7.0
233408,,,,,,,,50.0,,27.0,,,,,,9.0,,2.0,,,,1.0,,2.0,,
233426,,,,,,,,453.0,,184.0,,,,,,34.0,21.0,15.0,34.0,3.0,,74.0,3.0,54.0,15.0,
233480,,,,,,,,7.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
233541,,,,,,,,739.0,,316.0,,,,,,63.0,21.0,32.0,65.0,5.0,,59.0,,98.0,14.0,
233611,,,,,,,,138.0,,34.0,,,,,,12.0,12.0,5.0,26.0,4.0,,11.0,9.0,8.0,,
233639,,,,,,,,274.0,,114.0,,,,,,43.0,7.0,11.0,5.0,,,15.0,,41.0,7.0,
233648,,,,,,,,217.0,,74.0,,,,,,36.0,32.0,8.0,2.0,1.0,,10.0,,39.0,6.0,
233657,,,,,,,,11.0,,3.0,,,,,,2.0,1.0,,,,,2.0,,1.0,,
233666,,,,,,,,7.0,,2.0,,,,,,2.0,1.0,,,,,,,1.0,,
233684,,,,,,,,227.0,,121.0,,,,,,19.0,,3.0,,,,,38.0,13.0,,
233718,,,,,,,,223.0,,62.0,,,,,,21.0,5.0,10.0,12.0,1.0,,57.0,1.0,32.0,7.0,
233754,,,,,,,,564.0,,242.0,,,,,,75.0,21.0,18.0,20.0,2.0,,26.0,,75.0,22.0,1.0
233772,,,,,,,,1563.0,,687.0,,,,,,246.0,44.0,65.0,42.0,0.0,,89.0,,198.0,56.0,9.0
233842,,,,,,,,90.0,,25.0,,,,,,6.0,11.0,3.0,,,,7.0,,11.0,,
233897,,,,,,,,359.0,,132.0,1.0,1.0,,,,48.0,16.0,10.0,41.0,2.0,,32.0,2.0,49.0,18.0,1.0
233903,,,,,,,,159.0,,72.0,,,,,,26.0,3.0,5.0,2.0,,,9.0,,19.0,5.0,
233921,,,,,,,,7593.0,,1809.0,817.0,317.0,,,,135.0,818.0,788.0,285.0,121.0,,604.0,,1283.0,380.0,65.0
233949,,,,,,,,370.0,,174.0,,,,,,60.0,19.0,24.0,11.0,1.0,,10.0,,32.0,9.0,2.0
234030,,,,,,,,6271.0,,2352.0,326.0,,,,,408.0,460.0,694.0,261.0,121.0,,170.0,12.0,733.0,151.0,31.0
234076,,,,,,,,8491.0,,2180.0,330.0,5.0,,,,877.0,526.0,1339.0,367.0,123.0,,600.0,47.0,1130.0,601.0,122.0
234085,,,,,,,,584.0,,147.0,,,,,,55.0,23.0,33.0,57.0,11.0,,58.0,8.0,85.0,39.0,40.0
234119,,,,,,,,4.0,,2.0,,,,,,2.0,,,,,,,,,,
234137,,,,,,,,62.0,,7.0,,,,,,17.0,3.0,5.0,9.0,,,5.0,,2.0,,
234155,,,,,,,,858.0,,348.0,16.0,1.0,,,,115.0,55.0,38.0,33.0,5.0,,32.0,,144.0,24.0,5.0
234164,,,,,,,,309.0,,100.0,,,,,,41.0,21.0,7.0,20.0,1.0,,40.0,2.0,34.0,6.0,
234173,,,,,,,,316.0,,104.0,,,,,,30.0,1.0,10.0,45.0,0.0,,52.0,6.0,39.0,10.0,
234191,,,,,,,,13.0,,7.0,,,,,,1.0,3.0,,,,,,,1.0,1.0,
234207,,,,,,,,901.0,,277.0,,,,,,76.0,53.0,48.0,64.0,8.0,,154.0,10.0,114.0,42.0,
234225,,,,,,,,8.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
234359,,,,,,,,24.0,,19.0,,,,,,3.0,,,,,,,,1.0,,
234377,,,,,,,,154.0,,72.0,,,,,,33.0,4.0,5.0,,1.0,,3.0,,22.0,3.0,1.0
234401,,,,,,,,7.0,,4.0,,,,,,2.0,,,,,,,,1.0,,
234492,,,,,,,,101.0,,43.0,,,,,,12.0,,,1.0,,,,,40.0,,
234650,,,,,,,,10.0,,5.0,,,,,,1.0,1.0,,,,,,,3.0,,
234669,,,,,,,,847.0,,367.0,,,,,,178.0,,27.0,5.0,,,21.0,1.0,165.0,40.0,1.0
234696,,,,,,,,232.0,,85.0,,,,,,8.0,9.0,6.0,2.0,1.0,,21.0,,83.0,4.0,
234711,,,,,,,,214.0,,68.0,,,,,,27.0,10.0,10.0,5.0,,,20.0,2.0,32.0,8.0,1.0
234739,,,,,,,,18.0,,8.0,,,,,,5.0,,,,,,,,5.0,,
234784,,,,,,,,22.0,,6.0,,,,,,7.0,1.0,,,,,,,8.0,,
234827,,,,,,,,1439.0,,544.0,1.0,,,,,89.0,100.0,97.0,97.0,18.0,,137.0,2.0,234.0,54.0,
234845,,,,,,,,244.0,,86.0,,,,,,46.0,10.0,6.0,19.0,,,16.0,2.0,40.0,6.0,0.0
234915,,,,,,,,383.0,,236.0,,,,,,43.0,9.0,11.0,2.0,,,,,38.0,2.0,
234924,,,,,,,,15.0,,9.0,,,,,,1.0,,,,,,,2.0,3.0,,
234933,,,,,,,,703.0,,317.0,,,,,,56.0,25.0,34.0,15.0,3.0,,11.0,4.0,158.0,43.0,
234951,,,,,,,,273.0,,106.0,,,,,,10.0,31.0,9.0,5.0,2.0,,12.0,4.0,30.0,32.0,2.0
234979,,,,,,,,419.0,,188.0,,,,,,44.0,11.0,12.0,5.0,,,16.0,2.0,106.0,28.0,
235024,,,,,,,,207.0,,98.0,,,,,,36.0,2.0,8.0,16.0,,,13.0,,20.0,4.0,
235088,,,,,,,,40.0,,16.0,,,,,,4.0,4.0,,,,,,3.0,1.0,4.0,
235097,,,,,,,,1462.0,,568.0,,,,,,144.0,50.0,77.0,89.0,8.0,,157.0,10.0,167.0,70.0,17.0
235103,,,,,,,,653.0,,229.0,,,,,,63.0,12.0,28.0,49.0,0.0,,2.0,,206.0,40.0,1.0
235149,,,,,,,,554.0,,231.0,,,,,,70.0,18.0,20.0,15.0,,,29.0,1.0,77.0,11.0,
235158,,,,,,,,15.0,,6.0,,,,,,4.0,1.0,,,,,1.0,1.0,2.0,,
235167,,,,,,,,661.0,,179.0,,,,,,67.0,47.0,65.0,65.0,5.0,,63.0,,87.0,24.0,3.0
235237,,,,,,,,318.0,,79.0,,,,,,37.0,38.0,17.0,8.0,,,26.0,,93.0,7.0,1.0
235307,,,,,,,,15.0,,8.0,,,,,,1.0,2.0,,,,,,,3.0,1.0,
235316,,,,,,,,1350.0,,532.0,,,,,,233.0,85.0,33.0,82.0,6.0,,114.0,,201.0,40.0,8.0
235334,,,,,,,,186.0,,82.0,,,,,,23.0,8.0,7.0,,,,8.0,,37.0,11.0,
235343,,,,,,,,601.0,,253.0,,,,,,145.0,18.0,17.0,5.0,,,37.0,5.0,101.0,,
235352,,,,,,,,9.0,,5.0,,,,,,1.0,1.0,,,,,,,2.0,,
235422,,,,,,,,256.0,,118.0,,,,,,23.0,,12.0,,,,24.0,,77.0,,
235431,,,,,,,,553.0,,215.0,,,,,,89.0,7.0,31.0,64.0,,,43.0,1.0,71.0,4.0,
235501,,,,,,,,52.0,,23.0,,,,,,10.0,3.0,,,,,1.0,9.0,4.0,,0.0
235510,,,,,,,,41.0,,16.0,,,,,,6.0,2.0,1.0,,,,,,13.0,,
235529,,,,,,,,33.0,,17.0,,,,,,5.0,,1.0,,,,,,9.0,,
235547,,,,,,,,308.0,,98.0,7.0,2.0,,,,26.0,20.0,15.0,4.0,13.0,,41.0,2.0,61.0,5.0,2.0
235583,,,,,,,,34.0,,16.0,,,,,,3.0,1.0,,,,,2.0,,1.0,,
235671,,,,,,,,304.0,,122.0,,,,,,48.0,9.0,1.0,,0.0,,49.0,,61.0,,
235699,,,,,,,,303.0,,135.0,,,,,,36.0,14.0,6.0,22.0,1.0,,27.0,,35.0,6.0,
235750,,,,,,,,318.0,,103.0,,,,,,39.0,16.0,9.0,2.0,1.0,,5.0,,50.0,17.0,
235769,,,,,,,,34.0,,9.0,,,,,,5.0,4.0,1.0,5.0,,,3.0,,2.0,,
235954,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
236018,,,,,,,,13.0,,7.0,,,,,,5.0,,,,,,,,,,
236072,,,,,,,,394.0,,174.0,,,,,,55.0,5.0,7.0,,1.0,,35.0,1.0,71.0,2.0,4.0
236133,,,,,,,,272.0,,119.0,,,,,,20.0,17.0,10.0,19.0,1.0,,,22.0,47.0,0.0,
236188,,,,,,,,434.0,,188.0,,,,,,38.0,17.0,15.0,4.0,3.0,,25.0,8.0,74.0,24.0,
236212,,,,,,,,104.0,,44.0,,,,,,17.0,4.0,4.0,,,,4.0,,11.0,3.0,
236230,,,,,,,,741.0,,272.0,,,,,,130.0,18.0,27.0,77.0,3.0,,74.0,7.0,100.0,10.0,8.0
236258,,,,,,,,196.0,,76.0,,,,,,38.0,5.0,10.0,1.0,2.0,,8.0,1.0,49.0,1.0,
236328,,,,,,,,693.0,,266.0,2.0,,,,,54.0,29.0,46.0,59.0,8.0,,80.0,2.0,80.0,16.0,1.0
236382,,,,,,,,295.0,,129.0,,,,,,41.0,18.0,9.0,8.0,1.0,,46.0,,28.0,,
236452,,,,,,,,274.0,,118.0,,,,,,35.0,12.0,8.0,29.0,2.0,,23.0,,24.0,,
236504,,,,,,,,387.0,,153.0,,,,,,66.0,4.0,11.0,1.0,1.0,,30.0,3.0,81.0,4.0,3.0
236513,,,,,,,,672.0,,270.0,,,,,,105.0,38.0,36.0,5.0,7.0,,49.0,2.0,123.0,1.0,6.0
236531,,,,,,,,12.0,,4.0,,,,,,3.0,,,,,,,,5.0,,
236577,,,,,,,,670.0,,263.0,,,,,,53.0,17.0,34.0,,2.0,,40.0,,245.0,,
236595,,,,,,,,1318.0,,590.0,,,,,,80.0,119.0,44.0,154.0,7.0,,72.0,,130.0,33.0,
236610,,,,,,,,452.0,,210.0,,,,,,55.0,13.0,15.0,3.0,1.0,,19.0,4.0,75.0,23.0,3.0
236638,,,,,,,,416.0,,157.0,,,,,,51.0,8.0,14.0,5.0,1.0,,23.0,3.0,72.0,8.0,
236656,,,,,,,,345.0,,142.0,,,,,,72.0,12.0,14.0,2.0,,,6.0,,51.0,26.0,
236692,,,,,,,,732.0,,393.0,,,,,,43.0,7.0,32.0,24.0,,,56.0,1.0,60.0,36.0,
236708,,,,,,,,433.0,,200.0,,,,,,17.0,5.0,11.0,17.0,,,62.0,4.0,34.0,35.0,
236744,,,,,,,,9.0,,3.0,,,,,,1.0,1.0,,,,,,,2.0,1.0,
236753,,,,,,,,645.0,,292.0,,,,,,70.0,13.0,21.0,40.0,2.0,,37.0,5.0,140.0,15.0,3.0
236887,,,,,,,,399.0,,183.0,,,,,,22.0,8.0,13.0,21.0,,,14.0,2.0,93.0,7.0,
236896,,,,,,,,265.0,,117.0,,,,,,37.0,15.0,11.0,5.0,1.0,,13.0,,49.0,9.0,
236939,,,,,,,,6173.0,,1547.0,317.0,65.0,,,,390.0,706.0,824.0,476.0,181.0,,428.0,9.0,519.0,267.0,64.0
236948,,,,,,,,15165.0,,3899.0,2626.0,,,,,667.0,2272.0,797.0,347.0,1301.0,,858.0,5.0,1033.0,338.0,103.0
236975,,,,,,,,266.0,,126.0,,,,,,22.0,7.0,13.0,22.0,,,1.0,2.0,41.0,23.0,
236993,,,,,,,,24.0,,7.0,,,,,,6.0,1.0,1.0,,,,,,9.0,,
237011,,,,,,,,1825.0,,708.0,,,,,,79.0,173.0,150.0,83.0,33.0,,120.0,3.0,296.0,81.0,18.0
237039,,,,,,,,284.0,,126.0,,,,,,28.0,4.0,8.0,2.0,,,32.0,5.0,54.0,8.0,
237057,,,,,,,,490.0,,194.0,7.0,,,,,43.0,17.0,25.0,31.0,4.0,,50.0,1.0,68.0,15.0,2.0
237066,,,,,,,,561.0,,238.0,,,,,,52.0,31.0,23.0,42.0,4.0,,66.0,1.0,54.0,8.0,4.0
237109,,,,,,,,410.0,,168.0,,14.0,,,,11.0,28.0,16.0,11.0,,,29.0,5.0,65.0,8.0,
237118,,,,,,,,208.0,,70.0,,,,,,15.0,8.0,5.0,30.0,3.0,,31.0,,37.0,,
237127,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,0.0,,
237136,,,,,,,,54.0,,15.0,,,,,,6.0,2.0,3.0,1.0,0.0,,,,18.0,4.0,
237145,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,1.0,,
237172,,,,,,,,54.0,,20.0,,,,,,,,2.0,,20.0,,,,3.0,1.0,1.0
237181,,,,,,,,186.0,,57.0,,,,,,7.0,13.0,4.0,22.0,2.0,,29.0,0.0,20.0,17.0,2.0
237215,,,,,,,,206.0,,94.0,,,,,,28.0,5.0,5.0,16.0,1.0,,14.0,,30.0,6.0,
237242,,,,,,,,59.0,,10.0,,,,,,,2.0,,12.0,2.0,,3.0,,3.0,,
237303,,,,,,,,12.0,,7.0,,,,,,1.0,0.0,,,,,,1.0,2.0,1.0,
237312,,,,,,,,395.0,,142.0,,,,,,41.0,5.0,15.0,42.0,,,68.0,4.0,34.0,,0.0
237321,,,,,,,,6.0,,2.0,,,,,,3.0,1.0,,,,,,,,,
237330,,,,,,,,287.0,,136.0,,,,,,21.0,10.0,11.0,26.0,,,14.0,,53.0,13.0,
237358,,,,,,,,212.0,,64.0,1.0,,,,,12.0,8.0,6.0,22.0,4.0,,39.0,7.0,22.0,7.0,
237367,,,,,,,,473.0,,204.0,,,,,,68.0,17.0,26.0,38.0,3.0,,34.0,,59.0,10.0,
237385,,,,,,,,220.0,,75.0,,,,,,19.0,13.0,8.0,25.0,2.0,,22.0,,14.0,10.0,2.0
237437,,,,,,,,38.0,,20.0,,1.0,,,,4.0,2.0,1.0,,,,3.0,,6.0,,
237473,,,,,,,,18.0,,13.0,,,,,,1.0,,,,,,3.0,,,,
237491,,,,,,,,19.0,,13.0,,,,,,2.0,,,,,,,,2.0,,
237525,,,,,,,,1797.0,,864.0,0.0,1.0,,,,68.0,74.0,93.0,140.0,2.0,,133.0,,219.0,74.0,2.0
237543,,,,,,,,17.0,,8.0,,,,,,1.0,,,,,,2.0,,2.0,,
237552,,,,,,,,33.0,,12.0,,,,,,2.0,3.0,1.0,,,,7.0,3.0,1.0,4.0,
237561,,,,,,,,31.0,,18.0,,,,,,4.0,1.0,,,,,3.0,,4.0,,
237570,,,,,,,,14.0,,8.0,,,,,,1.0,,1.0,,,,1.0,,2.0,1.0,
237598,,,,,,,,35.0,,10.0,,,,,,3.0,2.0,1.0,1.0,1.0,,8.0,1.0,1.0,,
237613,,,,,,,,14.0,,6.0,,,,,,1.0,1.0,,,,,1.0,,5.0,,
237640,,,,,,,,100.0,,38.0,,,,,,6.0,3.0,2.0,14.0,,,4.0,6.0,5.0,,
237686,,,,,,,,259.0,,123.0,,,,,,34.0,1.0,9.0,12.0,,,26.0,,36.0,8.0,1.0
237701,,,,,,,,168.0,,60.0,,,,,,16.0,1.0,5.0,15.0,2.0,,28.0,,18.0,16.0,1.0
237729,,,,,,,,10.0,,9.0,,,,,,1.0,,,,,,,,,,
237783,,,,,,,,133.0,,29.0,,7.0,,,,12.0,9.0,3.0,21.0,1.0,,16.0,18.0,6.0,,
237792,,,,,,,,500.0,,196.0,,1.0,,,,53.0,22.0,14.0,27.0,7.0,,74.0,1.0,63.0,14.0,
237817,,,,,,,,204.0,,104.0,,,,,,18.0,11.0,7.0,15.0,,,4.0,,33.0,7.0,
237844,,,,,,,,40.0,,19.0,,,,,,,,1.0,,8.0,,8.0,,4.0,,
237880,,,,,,,,257.0,,63.0,,0.0,,,,33.0,13.0,20.0,18.0,2.0,,25.0,,67.0,9.0,
237899,,,,,,,,316.0,,144.0,,,,,,46.0,12.0,3.0,21.0,2.0,,13.0,,48.0,15.0,
237905,,,,,,,,8.0,,7.0,,,,,,1.0,,,,,,,,,,
237932,,,,,,,,319.0,,156.0,,,,,,40.0,4.0,2.0,45.0,3.0,,12.0,,34.0,9.0,
237950,,,,,,,,249.0,,92.0,,,,,,25.0,3.0,8.0,25.0,1.0,,48.0,,31.0,10.0,1.0
237969,,,,,,,,324.0,,108.0,,,,,,31.0,10.0,12.0,50.0,5.0,,38.0,2.0,26.0,14.0,2.0
237978,,,,,,,,24.0,,8.0,,,,,,4.0,3.0,,,,,,1.0,7.0,,
237987,,,,,,,,15.0,,5.0,,,,,,3.0,1.0,,,,,,4.0,1.0,,
237996,,,,,,,,35.0,,17.0,,,,,,5.0,2.0,0.0,,,,,7.0,4.0,,
238005,,,,,,,,8.0,,5.0,,,,,,,1.0,,,,,,,1.0,,
238014,,,,,,,,154.0,,74.0,,,,,,14.0,5.0,7.0,8.0,,,11.0,,19.0,4.0,
238032,,,,,,,,6031.0,,2106.0,92.0,163.0,,,,651.0,210.0,433.0,396.0,90.0,,659.0,,758.0,327.0,34.0
238078,,,,,,,,304.0,,122.0,1.0,4.0,,,,21.0,26.0,9.0,19.0,4.0,,36.0,,26.0,,4.0
238096,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,1.0,,
238166,,,,,,,,14.0,,6.0,,,,,,1.0,,,1.0,,,,,6.0,,
238175,,,,,,,,22.0,,10.0,,,,,,,1.0,,2.0,,,2.0,,7.0,,
238193,,,,,,,,377.0,,146.0,,,,,,72.0,10.0,20.0,33.0,1.0,,13.0,1.0,38.0,4.0,5.0
238263,,,,,,,,1338.0,,794.0,,,,,,89.0,44.0,52.0,74.0,,,75.0,,159.0,,
238324,,,,,,,,62.0,,25.0,,,,,,9.0,1.0,4.0,4.0,,,3.0,,6.0,1.0,
238333,,,,,,,,355.0,,119.0,,,,,,50.0,34.0,13.0,23.0,1.0,,39.0,,51.0,13.0,
238397,,,,,,,,342.0,,164.0,,,,,,48.0,14.0,13.0,6.0,,,6.0,,58.0,6.0,7.0
238430,,,,,,,,411.0,,229.0,,,,,,51.0,10.0,12.0,15.0,1.0,,13.0,,70.0,,
238458,,,,,,,,485.0,,214.0,,,,,,46.0,17.0,15.0,44.0,2.0,,52.0,,45.0,7.0,
238476,,,,,,,,449.0,,214.0,1.0,,,,,51.0,10.0,14.0,66.0,3.0,,34.0,5.0,26.0,8.0,2.0
238573,,,,,,,,32.0,,22.0,,,,,,2.0,1.0,,,,,,,2.0,,
238616,,,,,,,,795.0,,430.0,,,,,,96.0,22.0,15.0,42.0,6.0,,37.0,30.0,96.0,7.0,
238661,,,,,,,,447.0,,209.0,,,,,,37.0,22.0,20.0,46.0,4.0,,40.0,,29.0,,
238722,,,,,,,,978.0,,513.0,,,,,,105.0,27.0,73.0,13.0,,,31.0,,143.0,,7.0
238759,,,,,,,,592.0,,243.0,,,,,,53.0,25.0,45.0,55.0,2.0,,36.0,,89.0,8.0,1.0
238786,,,,,,,,11.0,,4.0,,,,,,1.0,1.0,,,,,,1.0,3.0,0.0,
238810,,,,,,,,6.0,,4.0,,,,,,0.0,0.0,,,,,,,1.0,,
238892,,,,,,,,48.0,,19.0,,,,,,8.0,1.0,1.0,,,,,,17.0,,
238980,,,,,,,,327.0,,134.0,1.0,,,,,34.0,13.0,10.0,30.0,1.0,,39.0,24.0,19.0,7.0,2.0
239008,,,,,,,,308.0,,131.0,,,,,,55.0,9.0,15.0,11.0,2.0,,10.0,,56.0,,
239017,,,,,,,,473.0,,178.0,,,,,,37.0,27.0,21.0,44.0,1.0,,59.0,,53.0,14.0,1.0
239071,,,,,,,,146.0,,53.0,1.0,,,,,24.0,,7.0,7.0,1.0,,10.0,,17.0,6.0,0.0
239080,,,,,,,,295.0,,140.0,,,,,,49.0,6.0,5.0,17.0,,,1.0,,34.0,,
239105,,,,,,,,2323.0,,804.0,28.0,18.0,,,,90.0,203.0,144.0,238.0,26.0,,320.0,3.0,304.0,50.0,10.0
239169,,,,,,,,4722.0,,1591.0,,,,,,425.0,509.0,504.0,6.0,585.0,,219.0,,852.0,16.0,
239220,,,,,,,,244.0,,113.0,,,,,,36.0,9.0,8.0,13.0,,,13.0,,41.0,,
239248,,,,,,,,1586.0,,750.0,,,,,,138.0,61.0,43.0,74.0,,,170.0,16.0,178.0,10.0,8.0
239309,,,,,,,,140.0,,63.0,,,,,,22.0,5.0,3.0,3.0,,,8.0,,9.0,1.0,
239318,,,,,,,,422.0,,177.0,,,,,,36.0,25.0,33.0,28.0,2.0,,41.0,1.0,28.0,12.0,1.0
239372,,,,,,,,429.0,,182.0,,,,,,59.0,13.0,9.0,12.0,,,19.0,3.0,99.0,5.0,1.0
239390,,,,,,,,245.0,,107.0,,,,,,25.0,19.0,11.0,14.0,,,15.0,,24.0,3.0,
239424,,,,,,,,30.0,,11.0,,,,,,1.0,2.0,,,,,,,9.0,2.0,
239442,,,,,,,,248.0,,85.0,,,,,,21.0,4.0,11.0,8.0,,,12.0,,32.0,3.0,1.0
239460,,,,,,,,378.0,,138.0,,,,,,35.0,40.0,9.0,20.0,,,17.0,3.0,52.0,5.0,
239488,,,,,,,,812.0,,352.0,,,,,,76.0,47.0,31.0,37.0,2.0,,8.0,14.0,181.0,14.0,2.0
239512,,,,,,,,147.0,,56.0,,,,,,21.0,15.0,9.0,17.0,3.0,,,,12.0,,
239628,,,,,,,,173.0,,67.0,,,,,,21.0,9.0,6.0,24.0,,,7.0,,16.0,2.0,
239637,,,,,,,,47.0,,12.0,,,,,,5.0,1.0,1.0,,,,5.0,2.0,6.0,,
239716,,,,,,,,572.0,,149.0,,,,,,61.0,52.0,20.0,48.0,7.0,,113.0,,68.0,12.0,5.0
239743,,,,,,,,86.0,,44.0,,,,,,13.0,3.0,2.0,10.0,,,2.0,,9.0,,
239877,,,,,,,,7.0,,5.0,,,,,,1.0,1.0,,,,,,,0.0,,
239910,,,,,,,,179.0,,89.0,1.0,2.0,,,,21.0,6.0,10.0,,1.0,,28.0,5.0,14.0,,
239929,,,,,,,,64.0,,29.0,,,,,,4.0,1.0,2.0,17.0,,,,1.0,4.0,,
240055,,,,,,,,794.0,,424.0,,,,,,77.0,39.0,27.0,72.0,,,44.0,,59.0,21.0,
240107,,,,,,,,374.0,,188.0,,,,,,31.0,13.0,9.0,30.0,,,21.0,,41.0,8.0,
240116,,,,,,,,531.0,,284.0,,9.0,,,,42.0,16.0,26.0,32.0,2.0,,20.0,2.0,75.0,10.0,
240125,,,,,,,,697.0,,394.0,,,,,,75.0,13.0,18.0,34.0,,,17.0,,97.0,16.0,
240170,,,,,,,,777.0,,424.0,,,,,,77.0,,8.0,,8.0,,17.0,,237.0,1.0,
240189,,,,,,,,1131.0,,511.0,,,,,,68.0,59.0,54.0,133.0,7.0,,115.0,,122.0,31.0,8.0
240198,,,,,,,,531.0,,258.0,,,,,,61.0,9.0,19.0,28.0,4.0,,26.0,5.0,85.0,,
240213,,,,,,,,17.0,,11.0,,,,,,3.0,,0.0,,,,,,3.0,,
240240,,,,,,,,18.0,,6.0,,,,,,4.0,1.0,,,,,,2.0,1.0,,
240268,,,,,,,,1036.0,,469.0,3.0,,,,,66.0,46.0,83.0,102.0,6.0,,89.0,,110.0,24.0,9.0
240277,,,,,,,,584.0,,213.0,1.0,,,,,45.0,36.0,42.0,88.0,2.0,,57.0,1.0,61.0,11.0,7.0
240329,,,,,,,,1134.0,,539.0,,,,,,68.0,63.0,51.0,94.0,11.0,,121.0,,113.0,26.0,6.0
240338,,,,,,,,165.0,,67.0,,,,,,36.0,10.0,7.0,17.0,0.0,,2.0,,6.0,,0.0
240365,,,,,,,,1234.0,,485.0,1.0,,,,,79.0,72.0,69.0,191.0,9.0,,103.0,2.0,142.0,30.0,10.0
240374,,,,,,,,459.0,,179.0,,,,,,37.0,31.0,22.0,57.0,3.0,,44.0,,56.0,10.0,8.0
240392,,,,,,,,421.0,,158.0,,,,,,25.0,21.0,16.0,,,,0.0,5.0,9.0,,
240417,,,,,,,,980.0,,388.0,1.0,,,,,65.0,60.0,62.0,102.0,9.0,,100.0,,117.0,25.0,12.0
240426,,,,,,,,355.0,,136.0,3.0,,,,,33.0,24.0,27.0,48.0,,,8.0,,42.0,9.0,7.0
240435,,,,,,,,270.0,,,,,,,,65.0,79.0,93.0,10.0,,,,,23.0,,
240444,,,,,,,,14498.0,,3746.0,1169.0,,,,,643.0,1136.0,2992.0,1042.0,519.0,,1176.0,10.0,1116.0,417.0,174.0
240453,,,,,,,,3145.0,,1244.0,101.0,,,,,204.0,277.0,283.0,361.0,22.0,,213.0,2.0,287.0,56.0,29.0
240462,,,,,,,,885.0,,355.0,1.0,,,,,69.0,54.0,62.0,72.0,4.0,,96.0,,114.0,18.0,9.0
240471,,,,,,,,607.0,,261.0,,,,,,51.0,36.0,37.0,60.0,1.0,,45.0,,65.0,20.0,8.0
240480,,,,,,,,1035.0,,393.0,4.0,,,,,69.0,68.0,77.0,104.0,18.0,,108.0,,111.0,31.0,13.0
240505,,,,,,,,453.0,,200.0,,,,,,42.0,7.0,12.0,17.0,2.0,,61.0,,78.0,11.0,1.0
240514,,,,,,,,291.0,,112.0,1.0,,,,,39.0,11.0,8.0,25.0,2.0,,35.0,1.0,22.0,,0.0
240596,,,,,,,,161.0,,64.0,1.0,5.0,,,,19.0,5.0,6.0,7.0,,,25.0,2.0,16.0,3.0,1.0
240620,,,,,,,,480.0,,193.0,1.0,,,,,41.0,10.0,9.0,21.0,1.0,,41.0,,49.0,15.0,2.0
