UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
448822,,,,,,,,8.0,,3.0,,,,,,2.0,,,,,,,,2.0,,
448840,,,,,,,,440.0,,175.0,,,,,,27.0,27.0,11.0,33.0,2.0,,44.0,,58.0,20.0,2.0
448859,,,,,,,,20.0,,11.0,,,,,,2.0,,,,,,,,1.0,1.0,
448886,,,,,,,,964.0,,396.0,3.0,1.0,,,,110.0,90.0,65.0,103.0,11.0,,30.0,,115.0,,3.0
448895,,,,,,,,36.0,,20.0,,,,,,3.0,,,,,,,4.0,9.0,,
448974,,,,,,,,17.0,,11.0,,,,,,3.0,,,,,,,,1.0,,
448983,,,,,,,,20.0,,10.0,,,,,,5.0,,,,,,,,2.0,,
449010,,,,,,,,99.0,,45.0,,,,,,9.0,,,,,,,,43.0,,
449038,,,,,,,,170.0,,93.0,,,,,,20.0,,,,,,,17.0,20.0,,
449074,,,,,,,,44.0,,21.0,,,,,,3.0,,,,,,,,20.0,,
449083,,,,,,,,32.0,,12.0,,,,,,3.0,,2.0,,,,2.0,,1.0,,
449092,,,,,,,,31.0,,12.0,,,,,,3.0,,1.0,,,,2.0,,2.0,,
449117,,,,,,,,46.0,,23.0,,,,,,5.0,3.0,,,2.0,,,6.0,7.0,,
449126,,,,,,,,20.0,,12.0,,,,,,1.0,1.0,,,1.0,,,3.0,2.0,,
449135,,,,,,,,39.0,,18.0,,,,,,5.0,1.0,1.0,,,,2.0,3.0,3.0,2.0,
449144,,,,,,,,39.0,,18.0,,,,,,5.0,1.0,1.0,,,,2.0,3.0,3.0,2.0,
449153,,,,,,,,21.0,,11.0,,,,,,,1.0,1.0,,,,2.0,1.0,2.0,2.0,
449162,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
449171,,,,,,,,7.0,,6.0,,,,,,1.0,,,,,,,,,,
449180,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
449199,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
449205,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
449214,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
449223,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
449232,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
449241,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
449250,,,,,,,,28.0,,12.0,,,,,,2.0,,,,,,,,1.0,,
449269,,,,,,,,50.0,,18.0,,,,,,6.0,2.0,1.0,,,,,,23.0,,
449302,,,,,,,,6.0,,4.0,,,,,,1.0,,,,,,,,,,
449311,,,,,,,,11.0,,6.0,,,,,,,,,,,,,,5.0,,
449320,,,,,,,,54.0,,28.0,,,,,,14.0,,1.0,,,,,,8.0,,
449339,,,,,,,,2012.0,,1040.0,,,,,,274.0,300.0,103.0,13.0,,,18.0,,203.0,,
449348,,,,,,,,14.0,,8.0,1.0,,,,,,1.0,,,,,,,3.0,,
449357,,,,,,,,15.0,,7.0,,,,,,2.0,1.0,,,,,2.0,,3.0,,
449366,,,,,,,,79.0,,23.0,,,,,,9.0,5.0,1.0,3.0,,,5.0,14.0,3.0,1.0,1.0
449384,,,,,,,,64.0,,27.0,,,,,,11.0,4.0,2.0,,,,,,11.0,,
449393,,,,,,,,5.0,,4.0,,,,,,,1.0,,,,,,,,,
449436,,,,,,,,58.0,,7.0,,,,,,19.0,,,,,,,,19.0,,
449445,,,,,,,,15.0,,8.0,,,,,,1.0,1.0,,,,,,,5.0,,
449454,,,,,,,,9.0,,4.0,,,,,,,2.0,,,,,,,1.0,,
449463,,,,,,,,16.0,,13.0,,,,,,,,,,,,,,1.0,,
449472,,,,,,,,8.0,,,,,,,,3.0,,,,,,,,,,
449490,,,,,,,,19.0,,6.0,,,,,,2.0,,,,,,0.0,,10.0,,
449506,,,,,,,,78.0,,28.0,,,,,,9.0,8.0,,10.0,1.0,,8.0,,6.0,5.0,
449524,,,,,,,,30.0,,13.0,,,,,,2.0,4.0,1.0,,,,,,4.0,,
449533,,,,,,,,11.0,,3.0,,,,,,1.0,,,,,,,2.0,4.0,,
449597,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,0.0,0.0,,
449603,,,,,,,,18.0,,7.0,,,,,,3.0,6.0,,,,,,,2.0,,
449612,,,,,,,,26.0,,10.0,,,,,,3.0,4.0,,,,,,,,3.0,
449658,,,,,,,,11.0,,6.0,,,,,,1.0,0.0,,,,,2.0,1.0,,,
449667,,,,,,,,23.0,,7.0,,,,,,2.0,2.0,,2.0,,,1.0,3.0,2.0,,
449676,,,,,,,,22.0,,10.0,,,,,,1.0,2.0,,,,,0.0,3.0,6.0,,
449685,,,,,,,,21.0,,6.0,,,,,,4.0,1.0,0.0,,,,3.0,3.0,2.0,,
449700,,,,,,,,25.0,,8.0,,,,,,4.0,2.0,,,,,,4.0,3.0,,
449719,,,,,,,,23.0,,13.0,,,,,,3.0,2.0,,1.0,,,,1.0,2.0,0.0,
449728,,,,,,,,12.0,,5.0,,,,,,1.0,1.0,,,,,,,3.0,,
449746,,,,,,,,29.0,,7.0,,,,,,2.0,,,,,,,,13.0,2.0,3.0
449764,,,,,,,,26.0,,11.0,,,,,,4.0,1.0,,,,,1.0,0.0,1.0,,
449773,,,,,,,,27.0,,6.0,,,,,,4.0,3.0,1.0,0.0,,,,6.0,3.0,,
449782,,,,,,,,4.0,,2.0,,,,,,,2.0,,,,,,,,,
449791,,,,,,,,20.0,,7.0,,,,,,1.0,1.0,,,,,,4.0,2.0,,
449807,,,,,,,,17.0,,8.0,,,,,,4.0,,,,,,1.0,,3.0,1.0,
449816,,,,,,,,38.0,,22.0,,,,,,8.0,,,,,,,,6.0,,
449852,,,,,,,,7.0,,3.0,,,,,,,0.0,,,,,,,3.0,0.0,
449861,,,,,,,,31.0,,17.0,,,,,,2.0,2.0,,,,,,3.0,4.0,,
449870,,,,,,,,58.0,,17.0,1.0,,,,,9.0,,2.0,,,,4.0,,11.0,,
449898,,,,,,,,116.0,,72.0,,,,,,20.0,,,,,,,,24.0,,
449904,,,,,,,,22.0,,9.0,,,,,,3.0,,,,,,,2.0,7.0,,
449922,,,,,,,,56.0,,29.0,1.0,,,,,5.0,1.0,2.0,,,,4.0,,6.0,,
449931,,,,,,,,65.0,,48.0,,,,,,3.0,2.0,,7.0,,,,,4.0,,
449959,,,,,,,,25.0,,18.0,,,,,,1.0,,,,,,,3.0,3.0,,
449968,,,,,,,,28.0,,11.0,,,,,,7.0,,,,,,,3.0,6.0,1.0,
449977,,,,,,,,21.0,,9.0,,,,,,3.0,,,,,,,2.0,5.0,1.0,
449986,,,,,,,,29.0,,16.0,,,,,,3.0,,,,,,,5.0,5.0,0.0,
449995,,,,,,,,28.0,,12.0,,,,,,2.0,,,,,,,7.0,5.0,2.0,
450003,,,,,,,,23.0,,11.0,,,,,,3.0,2.0,,,0.0,,,3.0,3.0,,
450021,,,,,,,,24.0,,12.0,,,,,,1.0,2.0,0.0,1.0,1.0,,2.0,,1.0,1.0,1.0
450049,,,,,,,,48.0,,20.0,,,,,,9.0,,,,,,,,18.0,,
450058,,,,,,,,55.0,,25.0,,,,,,10.0,,0.0,,,,0.0,8.0,11.0,,
450067,,,,,,,,48.0,,28.0,,,,,,3.0,4.0,,,,,1.0,5.0,5.0,,
450076,,,,,,,,38.0,,14.0,,,,,,10.0,,,,,,,,1.0,,
450085,,,,,,,,65.0,,28.0,,,,,,9.0,,,,,,,,26.0,,
450094,,,,,,,,91.0,,38.0,,,,,,11.0,1.0,,,,,,,39.0,,
450119,,,,,,,,31.0,,13.0,,,,,,7.0,2.0,,2.0,,,,3.0,2.0,,
450128,,,,,,,,28.0,,18.0,,,,,,3.0,2.0,,,,,,3.0,1.0,,
450146,,,,,,,,9.0,,4.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,
450173,,,,,,,,1433.0,,321.0,,,,,,136.0,598.0,17.0,1.0,,,3.0,319.0,37.0,,
450182,,,,,,,,15.0,,5.0,,,,,,1.0,,,,,,,,9.0,,
450191,,,,,,,,64.0,,36.0,,,,,,9.0,4.0,,,,,1.0,8.0,4.0,,
450207,,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,
450216,,,,,,,,61.0,,25.0,,,,,,7.0,3.0,1.0,,,,,,23.0,,
450225,,,,,,,,39.0,,13.0,,,,,,7.0,1.0,1.0,,,,,,16.0,,
450234,,,,,,,,31.0,,17.0,,,,,,5.0,,1.0,,,,,,7.0,,
450243,,,,,,,,56.0,,18.0,,,,,,8.0,,1.0,,,,,,27.0,,
450252,,,,,,,,65.0,,32.0,,,,,,7.0,2.0,1.0,,,,,,21.0,,
450261,,,,,,,,24.0,,9.0,,,,,,4.0,,1.0,,,,,,10.0,,
450270,,,,,,,,29.0,,15.0,,,,,,3.0,,1.0,,,,,,9.0,,
450289,,,,,,,,59.0,,28.0,,,,,,7.0,4.0,1.0,,,,1.0,10.0,7.0,,
450298,,,,,,,,15.0,,5.0,,,,,,3.0,,,,,,,2.0,2.0,,
450304,,,,,,,,43.0,,17.0,,,,,,5.0,3.0,1.0,3.0,,,1.0,,8.0,0.0,
450377,,,,,,,,30.0,,15.0,,,,,,4.0,,,,,,,5.0,4.0,,
450395,,,,,,,,33.0,,12.0,,,,,,8.0,1.0,0.0,,,,1.0,7.0,4.0,,0.0
450401,,,,,,,,60.0,,30.0,,,,,,2.0,2.0,2.0,6.0,,,1.0,3.0,6.0,5.0,
450429,,,,,,,,18.0,,9.0,,,,,,3.0,,,,,,,,1.0,,
450447,,,,,,,,10.0,,5.0,,,,,,1.0,1.0,1.0,,,,,,,,
450456,,,,,,,,27.0,,24.0,,,,,,3.0,,,,,,,,,,
450465,,,,,,,,39.0,,20.0,,,,,,3.0,4.0,1.0,,,,,5.0,1.0,,
450483,,,,,,,,23.0,,18.0,,,,,,2.0,,,,,,,,3.0,,
450526,,,,,,,,51.0,,22.0,,,,,,9.0,,,,,,,,18.0,,
450535,,,,,,,,38.0,,19.0,,,,,,6.0,,,,,,,,13.0,,
450544,,,,,,,,37.0,,17.0,,,,,,7.0,,,,,,,,12.0,,
450571,,,,,,,,96.0,,31.0,,,,,,12.0,1.0,,,,,,1.0,7.0,,
450580,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
450599,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
450605,,,,,,,,9.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
450614,,,,,,,,9.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
450623,,,,,,,,11.0,,7.0,,,,,,2.0,,,,,,,,1.0,,
450632,,,,,,,,36.0,,11.0,,,,,,3.0,1.0,,,,,17.0,,4.0,,
450641,,,,,,,,11.0,,9.0,,,,,,1.0,,,,,,,,,,
450650,,,,,,,,29.0,,16.0,,,,,,,4.0,,,,,1.0,5.0,2.0,,
450669,,,,,,,,12.0,,5.0,,,,,,3.0,,,,,,,3.0,1.0,,
450678,,,,,,,,23.0,,12.0,,,,,,4.0,,,,,,,1.0,2.0,0.0,
450696,,,,,,,,31.0,,10.0,,,,,,11.0,,,,,,1.0,,1.0,,
450702,,,,,,,,35.0,,12.0,,,,,,12.0,,,,,,1.0,,1.0,,
450720,,,,,,,,21.0,,9.0,,,,,,7.0,,,,,,,,3.0,,
450739,,,,,,,,15.0,,9.0,,,,,,2.0,,0.0,,,,,,3.0,,
450757,,,,,,,,9.0,,7.0,,,,,,1.0,,,,,,,,,,
450766,,,,,,,,20.0,,14.0,,,,,,5.0,,,,,,,,1.0,,
450784,,,,,,,,7.0,,6.0,,,,,,1.0,,,,,,,,,,
450793,,,,,,,,7.0,,6.0,,,,,,1.0,,,,,,,,,,
450809,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
450818,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
450827,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
450836,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
450845,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
450854,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
450863,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
450872,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
450881,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
450933,,,,,,,,685.0,,273.0,,,,,,53.0,21.0,,,,,9.0,23.0,112.0,,3.0
450942,,,,,,,,108.0,,64.0,,,,,,14.0,3.0,3.0,5.0,,,1.0,,9.0,,
450951,,,,,,,,22.0,,10.0,,,,,,3.0,,,,,,2.0,2.0,5.0,,
450960,,,,,,,,12.0,,3.0,,,,,,3.0,,,,,,,1.0,4.0,,
450979,,,,,,,,362.0,,159.0,,,,,,44.0,8.0,19.0,25.0,,,1.0,53.0,49.0,,
450988,,,,,,,,11.0,,6.0,,,,,,1.0,1.0,,,,,,,2.0,,
451006,,,,,,,,16.0,,5.0,,,,,,2.0,3.0,,,,,,1.0,1.0,,
451015,,,,,,,,16.0,,6.0,,,,,,5.0,1.0,,,,,,,2.0,,
451033,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
451042,,,,,,,,9.0,,4.0,,,,,,,1.0,,,,,,0.0,1.0,,
451051,,,,,,,,6.0,,3.0,,,,,,2.0,,,,,,,,1.0,,
451060,,,,,,,,46.0,,18.0,,,,,,11.0,,4.0,,,,,,6.0,,
451079,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
451097,,,,,,,,16.0,,7.0,,,,,,,,,,1.0,,1.0,,,1.0,
451103,,,,,,,,85.0,,32.0,,,,,,11.0,3.0,4.0,,,,5.0,4.0,2.0,3.0,
451121,,,,,,,,20.0,,11.0,,,,,,1.0,,,,,,,,8.0,,
451130,,,,,,,,24.0,,12.0,,,,,,3.0,3.0,2.0,,,,,,3.0,0.0,
451149,,,,,,,,64.0,,34.0,,,,,,4.0,2.0,,,,,,13.0,5.0,4.0,
451158,,,,,,,,76.0,,36.0,,,,,,5.0,3.0,,,,,,20.0,6.0,3.0,
451167,,,,,,,,17.0,,10.0,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,
451194,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,1.0,,
451219,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,
451228,,,,,,,,9.0,,6.0,,,,,,,,,,,,,,3.0,,
451237,,,,,,,,12.0,,11.0,,,,,,1.0,,,,,,,,,,
451255,,,,,,,,6.0,,2.0,,,,,,2.0,0.0,,,,,,,1.0,,
451264,,,,,,,,13.0,,4.0,,,,,,4.0,,0.0,,,,,,1.0,,
451282,,,,,,,,9.0,,5.0,,,,,,1.0,1.0,,,,,,0.0,1.0,,
451291,,,,,,,,3.0,,,,,,,,1.0,,,,2.0,,,,,,
451307,,,,,,,,7.0,,2.0,,,,,,1.0,,,,,,,,2.0,1.0,
451316,,,,,,,,5.0,,3.0,,,,,,,1.0,,,,,,,1.0,,
451334,,,,,,,,14.0,,7.0,,,,,,2.0,1.0,,,,,,2.0,1.0,,
451343,,,,,,,,10.0,,5.0,,,,,,1.0,2.0,,,,,,,2.0,,
451352,,,,,,,,47.0,,23.0,,,,,,6.0,2.0,,,,,,,16.0,,
451361,,,,,,,,5.0,,3.0,,,,,,2.0,,,,,,,,,,
451370,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,0.0,1.0,
451398,,,,,,,,18.0,,9.0,,,,,,1.0,3.0,,,,,,,0.0,4.0,
451404,,,,,,,,33.0,,28.0,,,,,,1.0,1.0,,,,,1.0,,2.0,,
451413,,,,,,,,60.0,,26.0,,,,,,14.0,4.0,,,,,,,10.0,4.0,
451459,,,,,,,,24.0,,11.0,,,,,,3.0,1.0,,,,,,,4.0,1.0,
451468,,,,,,,,30.0,,11.0,,,,,,2.0,4.0,1.0,,,,1.0,5.0,5.0,,
451477,,,,,,,,14.0,,6.0,,,,,,1.0,1.0,1.0,,,,,,2.0,,
451495,,,,,,,,4.0,,1.0,,,,,,1.0,0.0,,,,,,1.0,,,
451501,,,,,,,,32.0,,14.0,,,,,,4.0,,,,,,1.0,,,,
451510,,,,,,,,93.0,,41.0,,,,,,12.0,2.0,4.0,,,,4.0,,11.0,,
451529,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
451538,,,,,,,,20.0,,12.0,,,,,,,4.0,,,,,,,4.0,,
451547,,,,,,,,4.0,,2.0,,,,,,,2.0,,,,,,,,,
451556,,,,,,,,163.0,,76.0,,,,,,,,4.0,2.0,,,,13.0,24.0,8.0,2.0
451565,,,,,,,,27.0,,12.0,,,,,,5.0,,,,,,,3.0,7.0,,
451574,,,,,,,,18.0,,10.0,,,,,,1.0,,,,,,,5.0,2.0,,
451583,,,,,,,,40.0,,22.0,,,,,,7.0,1.0,,,,,1.0,2.0,7.0,,
451617,,,,,,,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
451626,,,,,,,,13.0,,7.0,,,,,,2.0,1.0,,,,,,,2.0,,
451635,,,,,,,,5.0,,2.0,,,,,,1.0,0.0,,,,,0.0,,1.0,,
451644,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
451653,,,,,,,,7.0,,3.0,,,,,,1.0,,,,,,1.0,,2.0,,
451662,,,,,,,,740.0,,335.0,,,,,,73.0,2.0,,,,,,,324.0,,
451671,,,,,,,,203.0,,91.0,,,,,,20.0,14.0,7.0,18.0,,,1.0,,38.0,1.0,
451699,,,,,,,,81.0,,28.0,,,,,,15.0,,,,,,,,34.0,3.0,
451705,,,,,,,,14.0,,5.0,,,,,,1.0,,,,,,,,2.0,,
451714,,,,,,,,32.0,,18.0,,,,,,1.0,2.0,,,,,1.0,3.0,,,
451741,,,,,,,,72.0,,17.0,,,,,,18.0,13.0,1.0,2.0,1.0,,1.0,3.0,13.0,1.0,
451750,,,,,,,,93.0,,47.0,,,,,,9.0,1.0,2.0,17.0,,,2.0,1.0,9.0,,
451769,,,,,,,,31.0,,14.0,,,,,,6.0,,,,,,,,2.0,,
451796,,,,,,,,103.0,,44.0,,,,,,11.0,1.0,,,,,,,45.0,,
451820,,,,,,,,110.0,,50.0,,,,,,12.0,1.0,,,,,,,45.0,,
451848,,,,,,,,54.0,,28.0,,,,,,6.0,,,,,,,,19.0,,
451857,,,,,,,,35.0,,19.0,,,,,,6.0,1.0,,,,,,3.0,6.0,,
451866,,,,,,,,41.0,,26.0,,,,,,6.0,2.0,,,,,0.0,3.0,4.0,,
451875,,,,,,,,14.0,,4.0,,,,,,3.0,,,6.0,,,,,1.0,,
451884,,,,,,,,19.0,,8.0,,,,,,2.0,,,7.0,,,,,1.0,,
451909,,,,,,,,35.0,,15.0,,,,,,2.0,2.0,,,,,,6.0,2.0,,
451918,,,,,,,,12.0,,6.0,,,,,,1.0,,,,,,,,4.0,,
451936,,,,,,,,40.0,,19.0,,,,,,5.0,,1.0,,,,,,13.0,,
451945,,,,,,,,57.0,,29.0,,,,,,7.0,2.0,1.0,,,,,,17.0,,
451954,,,,,,,,22.0,,8.0,,,,,,4.0,,1.0,,,,,,8.0,,
451963,,,,,,,,38.0,,13.0,,,,,,7.0,1.0,1.0,,,,,,14.0,,
451972,,,,,,,,31.0,,16.0,,,,,,5.0,,1.0,,,,,,8.0,,
451981,,,,,,,,21.0,,10.0,,,,,,3.0,,1.0,,,,,,7.0,,
451990,,,,,,,,51.0,,25.0,,,,,,7.0,1.0,1.0,,,,,,15.0,,
452009,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
452018,,,,,,,,60.0,,29.0,,,,,,8.0,,,,,,,,22.0,,
452027,,,,,,,,67.0,,29.0,,,,,,8.0,,,,,,,,31.0,,
452036,,,,,,,,27.0,,10.0,,,,,,2.0,4.0,,,,,,5.0,3.0,,
452045,,,,,,,,31.0,,11.0,,,,,,2.0,5.0,,,,,,7.0,2.0,,
452054,,,,,,,,34.0,,14.0,,,,,,3.0,4.0,,,,,,6.0,2.0,,
452063,,,,,,,,53.0,,24.0,,,,,,4.0,5.0,,,,,,13.0,2.0,,
452072,,,,,,,,18.0,,9.0,,,,,,3.0,,,,,,,,1.0,,
452081,,,,,,,,40.0,,19.0,,,,,,5.0,,,,,,,,1.0,,
452090,,,,,,,,24.0,,12.0,,,,,,5.0,,,,,,,,6.0,,
452106,,,,,,,,18.0,,8.0,,,,,,1.0,,,,,,,,2.0,2.0,
452115,,,,,,,,84.0,,47.0,,,,,,10.0,5.0,1.0,,,,1.0,12.0,7.0,,
452124,,,,,,,,36.0,,20.0,,,,,,6.0,1.0,,,,,,5.0,1.0,,
452373,,,,,,,,60.0,,35.0,,,,,,1.0,4.0,1.0,,,,,9.0,8.0,,
452540,,,,,,,,4.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,
452771,,,,,,,,1.0,,1.0,,,,,,0.0,,,,,,,,0.0,,
452780,,,,,,,,1.0,,1.0,,,,,,0.0,,,,,,,,0.0,,
452887,,,,,,,,8.0,,5.0,,,,,,2.0,,,,,,,,1.0,,
452948,,,,,,,,49.0,,28.0,,,,,,7.0,,1.0,,,,1.0,,9.0,,
453075,,,,,,,,7.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
453109,,,,,,,,14.0,,7.0,,,,,,1.0,1.0,,,,,,3.0,1.0,,
453163,,,,,,,,133.0,,65.0,,,,,,15.0,,1.0,,,,,22.0,17.0,,
453215,,,,,,,,49.0,,22.0,,,,,,5.0,,,,,,,7.0,9.0,,
453297,,,,,,,,13.0,,3.0,,,,,,4.0,,,,,,3.0,0.0,1.0,,
453455,,,,,,,,27.0,,17.0,,,,,,1.0,,,,,,,3.0,6.0,,
453464,,,,,,,,27.0,,18.0,,,,,,1.0,,,,,,,3.0,5.0,,
453473,,,,,,,,33.0,,16.0,,,,,,3.0,,,,,,,5.0,8.0,,
453482,,,,,,,,15.0,,9.0,,,,,,1.0,,,,,,,2.0,3.0,,
453552,,,,,,,,14.0,,8.0,,,,,,2.0,,,,,,,,1.0,,
453570,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,,,
453747,,,,,,,,21.0,,9.0,,,,,,2.0,,1.0,,,,,2.0,3.0,,
453756,,,,,,,,14.0,,7.0,,,,,,2.0,1.0,1.0,,,,,,1.0,,
453817,,,,,,,,36.0,,15.0,,,,,,2.0,1.0,,,,,,2.0,5.0,8.0,
454078,,,,,,,,9.0,,7.0,,,,,,1.0,,,,,,,,,,
454175,,,,,,,,43.0,,17.0,,,,,,7.0,3.0,,2.0,1.0,,4.0,,5.0,1.0,
454184,,,,,,,,82.0,,33.0,,,,,,26.0,2.0,2.0,2.0,,,3.0,,12.0,,
454218,,,,,,,,237.0,,,,,,,,102.0,72.0,6.0,2.0,,,,,16.0,,
454227,,,,,,,,345.0,,239.0,,,,,,20.0,1.0,1.0,,,,,,14.0,,
454236,,,,,,,,92.0,,42.0,,,,,,13.0,1.0,2.0,,,,1.0,,9.0,,
454245,,,,,,,,92.0,,36.0,,,,,,12.0,2.0,1.0,,,,,,8.0,,
454306,,,,,,,,19.0,,8.0,,,,,,4.0,1.0,,,,,,3.0,2.0,,
454315,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454324,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454333,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454342,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454351,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454360,,,,,,,,7.0,,6.0,,,,,,1.0,,,,,,,,,,
454379,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454388,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454397,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454458,,,,,,,,15.0,,2.0,,,,,,7.0,2.0,,,,,,1.0,1.0,,
454467,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454476,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
454485,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
454494,,,,,,,,7.0,,6.0,,,,,,1.0,,,,,,,,,,
454500,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454519,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454528,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
454537,,,,,,,,12.0,,6.0,,,,,,1.0,1.0,,,,,,2.0,2.0,,
454546,,,,,,,,10.0,,6.0,,,,,,1.0,,,,,,,1.0,2.0,,
454555,,,,,,,,19.0,,10.0,,,,,,2.0,,,,,,,1.0,5.0,,
454573,,,,,,,,23.0,,12.0,,,,,,3.0,,,,,,,1.0,6.0,,
454591,,,,,,,,19.0,,10.0,,,,,,4.0,,,,,,,,1.0,,
454607,,,,,,,,28.0,,16.0,,,,,,2.0,3.0,,,,,,3.0,3.0,,
454616,,,,,,,,40.0,,18.0,,,,,,5.0,,,,,,,,4.0,,
454625,,,,,,,,63.0,,35.0,,,,,,6.0,4.0,,,,,,11.0,6.0,,
454652,,,,,,,,20.0,,9.0,,,,,,2.0,2.0,,,,,1.0,4.0,2.0,,
454689,,,,,,,,55.0,,27.0,,,,,,11.0,,1.0,,,,,,16.0,,
454698,,,,,,,,57.0,,17.0,,,,,,8.0,8.0,2.0,,,,,,6.0,,
454704,,,,,,,,4.0,,3.0,,,,,,1.0,0.0,,,,,,,,,
454722,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,2.0,,
454740,,,,,,,,22.0,,15.0,,,,,,2.0,1.0,,,,,,1.0,,,
454759,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,
454768,,,,,,,,23.0,,12.0,,,,,,3.0,,,,,,,4.0,4.0,,
454777,,,,,,,,29.0,,13.0,,,,,,9.0,,,,,,,3.0,3.0,1.0,
454786,,,,,,,,87.0,,37.0,,,,,,7.0,10.0,3.0,2.0,,,,11.0,6.0,,
454795,,,,,,,,11.0,,3.0,,,,,,4.0,,,,,,,,,,
454801,,,,,,,,9.0,,3.0,,,,,,3.0,,,,,,,,3.0,,
454810,,,,,,,,40.0,,17.0,,,,,,1.0,4.0,,,,,2.0,10.0,2.0,,1.0
454829,,,,,,,,62.0,,15.0,,,,,,7.0,3.0,5.0,,,,,,,,
454838,,,,,,,,4.0,,2.0,,,,,,,1.0,,,,,,,1.0,,
454847,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
454856,,,,,,,,78.0,,48.0,,,,,,8.0,,1.0,,2.0,,,,5.0,1.0,
454865,,,,,,,,30.0,,17.0,,,,,,3.0,2.0,,,,,,2.0,2.0,,
454874,,,,,,,,9.0,,4.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,
454883,,,,,,,,49.0,,15.0,,,,,,11.0,,1.0,,,,,,22.0,,
454892,,,,,,,,4.0,,1.0,,,,,,1.0,1.0,,,,,,,,,
454908,,,,,,,,12.0,,3.0,,,,,,2.0,1.0,,,,,,,1.0,1.0,
454917,,,,,,,,15.0,,6.0,,,,,,4.0,1.0,,,,,,,2.0,,
454926,,,,,,,,27.0,,17.0,,,,,,3.0,1.0,,,,,1.0,1.0,4.0,,
